unixTime,airHum,airTemp,wind,soilHum,soilTemp,light,(water on/off)
1630140520,57.00,12.40,36,1.29,11.31,65535,0
1630140581,56.80,12.60,35,1.30,11.31,65535,0
1630140642,56.90,13.10,33,1.30,11.31,65535,0
1630140703,56.10,13.80,38,1.30,11.31,65535,0
1630140763,53.20,14.40,39,1.36,11.31,65535,0
1630140824,50.90,14.70,34,1.32,11.31,65535,0
1630140885,51.40,15.00,33,1.31,11.31,65535,0
1630140945,51.30,15.60,33,1.31,11.31,65535,0
1630141006,47.80,16.10,38,1.30,11.38,65535,0
1630141067,46.60,16.50,35,1.32,11.38,65535,0
1630141128,44.70,16.70,36,1.30,11.38,65535,0
1630141188,44.10,16.90,37,1.30,11.38,65535,0
1630141249,43.40,17.20,38,1.31,11.38,65535,0
1630141310,41.80,17.60,37,1.30,11.38,65535,0
1630141370,40.70,17.40,38,1.30,11.38,65535,0
1630141431,42.70,18.00,38,1.31,11.44,65535,0
1630141492,45.20,18.60,36,1.32,11.44,65535,0
1630141553,41.50,18.70,34,1.38,11.44,65535,0
1630141613,42.60,18.50,36,1.39,11.44,65535,0
1630141674,41.30,18.00,40,1.38,11.44,65535,0
1630141735,40.00,17.20,36,1.35,11.44,65535,0
1630141796,41.80,16.50,36,1.33,11.44,65535,0
1630141856,44.00,16.00,33,1.34,11.44,65535,0
1630141917,44.70,15.70,33,1.34,11.44,65535,0
1630141978,46.30,15.50,37,1.33,11.44,65535,0
1630142038,45.00,15.20,36,1.32,11.50,65535,0
1630142099,45.60,15.00,35,1.32,11.44,65535,0
1630142160,46.10,14.80,33,1.30,11.50,65535,0
1630142221,48.40,15.00,34,1.32,11.50,65535,0
1630142281,46.70,15.30,36,1.29,11.50,65535,0
1630142342,45.70,15.90,36,1.29,11.56,65535,0
1630142403,45.30,16.50,35,1.30,11.56,65535,0
1630142463,43.20,17.10,37,1.29,11.56,65535,0
1630142524,41.60,17.90,35,1.30,11.56,65535,0
1630142585,40.10,18.40,33,1.31,11.56,65535,0
1630142646,40.70,18.60,33,1.33,11.63,65535,0
1630142706,39.30,18.40,34,1.33,11.63,65535,0
1630142767,39.90,17.80,33,1.33,11.63,65535,0
1630142828,42.70,17.50,34,1.34,11.63,65535,0
1630142889,42.40,17.10,33,1.33,11.63,65535,0
1630142949,43.20,16.70,36,1.34,11.63,65535,0
1630143010,44.30,16.40,33,1.33,11.63,65535,0
1630143071,44.70,16.10,39,1.33,11.63,65535,0
1630143131,43.00,15.80,33,1.33,11.63,65535,0
1630143192,44.80,15.40,37,1.33,11.63,65535,0
1630143253,47.70,15.10,36,1.33,11.63,65535,0
1630143314,50.00,14.90,33,1.33,11.69,65535,0
1630143374,54.10,14.80,35,1.34,11.69,65535,0
1630143435,49.70,14.50,39,1.34,11.69,65535,0
1630143496,50.80,14.30,38,1.34,11.69,65535,0
1630143556,52.10,14.10,33,1.34,11.69,64984,0
1630143617,54.80,13.90,34,1.37,11.69,52321,0
1630143678,55.00,13.70,39,1.35,11.69,47410,0
1630143739,53.00,13.50,33,1.34,11.69,53335,0
1630143799,55.50,13.20,36,1.35,11.69,65535,0
1630143860,56.10,13.00,34,1.35,11.69,65535,0
1630143921,56.50,12.90,33,1.35,11.69,65535,0
1630143981,60.90,12.80,36,1.34,11.69,65535,0
1630144042,62.80,12.80,35,1.34,11.69,65535,0
1630144103,61.80,12.80,33,1.31,11.69,65535,0
1630144164,73.30,13.00,33,1.32,11.69,65535,0
1630144224,70.40,13.50,33,1.32,11.75,65535,0
1630144285,66.40,14.00,33,1.32,11.75,65535,0
1630144346,65.00,14.40,34,1.31,11.75,65535,0
1630144406,73.20,14.80,36,1.33,11.75,65535,0
1630144467,69.50,15.00,33,1.33,11.75,65535,0
1630144528,71.10,15.00,33,1.33,11.75,65535,0
1630144589,60.00,14.90,33,1.33,11.75,65535,0
1630144649,61.10,14.80,33,1.33,11.75,65535,0
1630144710,68.00,14.80,33,1.33,11.75,65535,0
1630144771,67.60,14.90,33,1.32,11.75,65535,0
1630144831,65.30,14.80,33,1.32,11.81,65535,0
1630144892,68.10,14.70,36,1.32,11.75,65535,0
1630144953,65.30,14.40,36,1.32,11.75,65535,0
1630145014,61.60,14.00,33,1.33,11.75,65535,0
1630145074,62.30,13.70,33,1.33,11.81,65535,0
1630145135,66.90,13.60,36,1.32,11.81,65535,0
1630145196,60.50,13.40,33,1.30,11.81,65535,0
1630145257,62.00,13.20,38,1.32,11.81,65535,0
1630145317,63.50,13.30,34,1.32,11.81,65535,0
1630145378,62.60,13.20,34,1.32,11.81,65535,0
1630145439,61.80,13.20,35,1.30,11.81,65535,0
1630145499,61.60,13.30,35,1.31,11.81,65535,0
1630145560,67.00,13.50,35,1.31,11.81,65535,0
1630145621,64.50,13.60,34,1.31,11.81,65535,0
1630145682,64.10,13.80,39,1.31,11.81,65535,0
1630145742,61.10,13.90,34,1.31,11.88,65535,0
1630145803,63.70,14.10,34,1.30,11.81,65535,0
1630145864,59.80,14.30,34,1.29,11.88,65535,0
1630145924,62.30,14.70,34,1.31,11.88,65535,0
1630145985,58.40,14.80,34,1.31,11.88,65535,0
1630146046,56.70,14.80,34,1.31,11.88,65535,0
1630146107,55.30,14.80,33,1.30,11.88,65535,0
1630146167,56.90,15.10,36,1.31,11.88,65535,0
1630146228,57.00,15.30,35,1.31,11.88,65535,0
1630146289,58.70,15.40,34,1.27,11.88,65535,0
1630146349,57.40,15.60,37,1.31,11.94,65535,0
1630146410,55.30,15.60,35,1.32,11.94,65535,0
1630146471,55.00,15.60,35,1.31,11.94,65535,0
1630146532,56.60,15.80,41,1.31,11.94,65535,0
1630146592,53.30,15.70,35,1.31,11.94,65535,0
1630146653,53.60,15.50,34,1.30,11.94,65535,0
1630146714,56.10,15.80,35,1.30,11.94,65535,0
1630146774,54.90,15.90,34,1.31,11.94,65535,0
1630146835,52.90,16.30,33,1.28,12.00,65535,0
1630146896,56.80,17.10,33,1.31,12.00,65535,0
1630146957,50.50,17.40,33,1.31,12.00,65535,0
1630147017,51.40,17.40,38,1.29,12.00,65535,0
1630147078,50.30,17.60,35,1.29,12.00,65535,0
1630147139,51.50,18.10,38,1.28,12.06,65535,0
1630147200,49.20,18.10,33,1.31,12.06,65535,0
1630147260,51.70,18.70,39,1.31,12.06,65535,0
1630147321,48.40,18.50,36,1.29,12.06,65535,0
1630147382,45.70,18.40,39,1.29,12.06,65535,0
1630147442,50.00,18.50,35,1.31,12.06,65535,0
1630147503,49.50,18.30,38,1.31,12.06,65535,0
1630147564,47.80,17.70,38,1.30,12.06,65535,0
1630147625,49.80,17.60,41,1.29,12.13,65535,0
1630147685,48.20,17.50,36,1.30,12.13,65535,0
1630147746,49.90,17.60,36,1.25,12.13,65535,0
1630147807,49.90,18.40,36,1.24,12.19,65535,0
1630147868,46.70,18.70,34,1.31,12.19,65535,0
1630147928,46.00,19.10,34,1.30,12.19,65535,0
1630147989,45.60,19.00,39,1.23,12.19,65535,0
1630148050,43.70,19.40,34,1.25,12.19,65535,0
1630148110,45.90,19.40,38,1.29,12.25,65535,0
1630148171,43.70,19.70,47,1.30,12.25,65535,0
1630148232,45.10,19.80,39,1.27,12.25,65535,0
1630148293,42.40,19.60,35,1.27,12.25,65535,0
1630148353,43.40,20.00,35,1.29,12.31,65535,0
1630148414,41.10,20.40,35,1.25,12.31,65535,0
1630148475,39.40,20.50,42,1.25,12.31,65535,0
1630148536,41.30,21.00,33,1.30,12.38,65535,0
1630148596,40.80,21.10,34,1.30,12.38,65535,0
1630148657,38.90,21.00,35,1.29,12.38,65535,0
1630148718,40.60,21.20,37,1.29,12.44,65535,0
1630148778,39.40,21.20,38,1.30,12.44,65535,0
1630148839,39.90,21.10,33,1.29,12.44,65535,0
1630148900,39.30,21.60,35,1.29,12.50,65535,0
1630148961,37.90,22.20,37,1.30,12.50,65535,0
1630149021,37.50,22.30,33,1.31,12.50,65535,0
1630149082,39.20,22.30,38,1.29,12.50,65535,0
1630149143,37.60,21.70,37,1.30,12.56,65535,0
1630149204,38.80,22.00,37,1.31,12.56,65535,0
1630149264,38.10,21.70,36,1.30,12.56,65535,0
1630149325,38.90,21.20,35,1.29,12.63,65535,0
1630149386,40.00,21.00,40,1.30,12.63,65535,0
1630149447,36.70,20.90,34,1.30,12.63,65535,0
1630149507,37.60,21.00,33,1.29,12.63,65535,0
1630149568,38.00,21.70,35,1.30,12.69,65535,0
1630149629,36.60,22.50,40,1.30,12.69,65535,0
1630149689,35.10,23.10,38,1.30,12.75,65535,0
1630149750,35.70,22.90,38,1.30,12.75,65535,0
1630149811,35.10,22.10,33,1.30,12.75,65535,0
1630149872,38.20,22.50,37,1.30,12.81,65535,0
1630149932,36.50,23.30,34,1.30,12.81,65535,0
1630149993,33.10,23.60,35,1.31,12.81,65535,0
1630150054,34.60,24.30,39,1.31,12.88,65535,0
1630150115,33.30,24.40,33,1.31,12.88,65535,0
1630150175,34.30,24.90,36,1.31,12.94,65535,0
1630150236,33.50,25.50,38,1.31,12.94,65535,0
1630150297,30.20,25.40,36,1.31,12.94,65535,0
1630150358,29.90,25.40,34,1.30,13.00,65535,0
1630150418,30.90,26.00,35,1.31,13.00,65535,0
1630150479,31.30,25.70,39,1.30,13.06,65535,0
1630150540,30.00,24.70,36,1.30,13.06,65535,0
1630150600,32.70,24.60,36,1.31,13.13,65535,0
1630150661,31.40,24.50,34,1.31,13.13,65535,0
1630150722,31.60,24.90,38,1.31,13.13,65535,0
1630150783,31.90,24.50,39,1.30,13.13,65535,0
1630150843,32.70,23.30,38,1.30,13.19,65535,0
1630150904,34.10,22.70,38,1.31,13.19,65535,0
1630150965,34.20,22.20,36,1.31,13.19,65535,0
1630151026,34.20,22.00,35,1.31,13.25,65535,0
1630151086,35.90,21.20,38,1.31,13.25,65535,0
1630151147,35.50,20.90,35,1.32,13.25,65535,0
1630151208,37.70,20.40,33,1.31,13.25,65535,0
1630151269,37.80,20.50,33,1.31,13.31,65535,0
1630151329,37.80,20.80,34,1.32,13.31,65535,0
1630151390,36.20,20.90,35,1.31,13.31,65535,0
1630151451,38.50,20.90,35,1.30,13.38,65535,0
1630151511,37.30,21.30,36,1.30,13.38,65535,0
1630151572,34.60,21.80,34,1.30,13.38,65535,0
1630151633,34.60,22.80,35,1.31,13.44,65535,0
1630151694,33.30,23.90,39,1.31,13.44,65535,0
1630151754,31.10,24.10,40,1.31,13.50,65535,0
1630151815,32.10,23.70,36,1.31,13.50,65535,0
1630151876,31.70,23.90,34,1.31,13.50,65535,0
1630151937,33.10,24.90,37,1.31,13.50,65535,0
1630151997,30.30,24.90,36,1.32,13.56,65535,0
1630152058,30.00,24.20,41,1.31,13.56,65535,0
1630152119,31.80,24.50,33,1.30,13.56,65535,0
1630152179,31.10,25.30,39,1.32,13.63,65535,0
1630152240,30.40,24.80,41,1.31,13.63,65535,0
1630152301,30.40,24.10,33,1.31,13.63,65535,0
1630152362,32.70,24.20,37,1.31,13.69,65535,0
1630152422,30.00,24.80,39,1.31,13.69,65535,0
1630152483,29.80,24.80,40,1.31,13.69,65535,0
1630152544,29.20,25.20,37,1.32,13.75,65535,0
1630152605,30.70,24.90,37,1.32,13.75,65535,0
1630152665,30.00,25.20,36,1.32,13.75,65535,0
1630152726,30.50,25.30,35,1.31,13.75,65535,0
1630152787,29.70,25.40,36,1.31,13.81,65535,0
1630152848,28.60,25.70,36,1.32,13.81,65535,0
1630152908,29.40,26.00,41,1.32,13.88,65535,0
1630152969,28.30,26.20,36,1.32,13.88,65535,0
1630153030,27.80,26.00,37,1.32,13.88,65535,0
1630153091,29.20,26.20,34,1.32,13.94,65535,0
1630153151,29.20,26.50,39,1.32,13.94,65535,0
1630153212,27.30,26.90,35,1.32,13.94,65535,0
1630153273,27.10,26.90,35,1.32,14.00,65535,0
1630153333,27.80,27.00,39,1.32,14.00,65535,0
1630153394,27.40,27.30,37,1.32,14.00,65535,0
1630153455,27.40,26.80,34,1.32,14.06,65535,0
1630153516,28.10,26.50,34,1.32,14.06,65535,0
1630153576,27.20,26.40,36,1.32,14.06,65535,0
1630153637,27.80,27.00,39,1.32,14.13,65535,0
1630153698,28.10,27.70,35,1.32,14.13,65535,0
1630153759,27.20,27.70,34,1.32,14.13,65535,0
1630153819,26.00,27.70,42,1.32,14.13,65535,0
1630153880,26.70,27.30,36,1.32,14.13,65535,0
1630153941,27.20,26.80,38,1.32,14.19,65535,0
1630154002,27.10,26.40,36,1.33,14.19,65535,0
1630154062,28.10,25.80,39,1.33,14.19,65535,0
1630154123,27.50,24.50,38,1.33,14.19,65535,0
1630154184,29.10,22.90,35,1.33,14.19,65535,0
1630154245,31.80,22.10,38,1.32,14.19,65535,0
1630154305,32.80,21.80,54,1.32,14.25,65535,0
1630154366,32.30,21.40,35,1.32,14.25,65535,0
1630154427,33.80,22.10,40,1.32,14.25,65535,0
1630154487,31.30,22.70,37,1.32,14.25,65535,0
1630154548,31.90,22.70,38,1.32,14.25,65535,0
1630154609,31.30,22.00,35,1.32,14.25,65535,0
1630154670,33.10,21.80,39,1.32,14.31,65535,0
1630154730,32.90,21.50,36,1.31,14.31,65535,0
1630154791,31.70,21.80,34,1.32,14.31,65535,0
1630154852,32.80,22.00,43,1.32,14.31,65535,0
1630154913,31.60,21.90,36,1.32,14.31,65535,0
1630154973,32.70,21.70,33,1.33,14.31,65535,0
1630155034,32.20,21.90,35,1.33,14.31,65535,0
1630155095,34.90,22.00,33,1.32,14.31,65535,0
1630155155,32.20,22.30,36,1.32,14.31,65535,0
1630155216,32.80,22.30,39,1.33,14.31,65535,0
1630155277,31.30,21.70,37,1.32,14.31,65535,0
1630155338,34.30,21.40,35,1.33,14.31,65535,0
1630155398,32.80,20.80,38,1.32,14.31,65535,0
1630155459,34.30,20.20,35,1.32,14.31,65535,0
1630155520,36.10,19.90,34,1.32,14.31,65535,0
1630155581,36.00,19.80,35,1.31,14.31,65535,0
1630155641,36.20,19.80,38,1.32,14.31,65535,0
1630155702,36.60,19.90,34,1.32,14.38,65535,1
1630155763,36.20,20.20,33,1.33,14.38,65535,1
1630155823,38.20,20.30,35,1.33,14.38,65535,1
1630155884,39.50,20.40,36,1.33,14.38,65535,1
1630155945,37.20,20.40,37,1.33,14.38,65535,1
1630156006,37.40,19.90,36,1.33,14.38,65535,1
1630156066,35.00,19.60,37,1.32,14.31,65535,1
1630156127,35.40,19.30,37,1.32,14.31,65535,1
1630156188,38.40,19.30,36,1.32,14.31,65535,1
1630156249,36.30,19.10,35,1.32,14.31,65535,1
1630156309,38.30,19.20,40,1.32,14.31,65535,1
1630156370,36.20,19.00,36,1.32,14.31,65535,1
1630156431,36.60,19.00,36,1.32,14.31,65535,1
1630156491,37.10,19.20,33,1.32,14.31,65535,1
1630156552,36.00,19.40,35,1.32,14.31,65535,1
1630156613,36.60,19.40,39,1.33,14.31,65535,1
1630156674,35.40,19.30,35,1.32,14.31,65535,1
1630156734,34.50,19.30,33,1.33,14.31,65535,0
1630156795,34.80,19.50,35,1.33,14.31,65535,0
1630156856,36.10,19.70,32,1.33,14.31,65535,0
1630156917,37.10,19.90,33,1.33,14.31,65535,0
1630157009,33.60,19.60,36,1.33,14.31,65535,0
1630157070,36.90,19.50,37,1.33,14.25,65535,0
1630157130,35.80,19.30,38,1.33,14.31,65535,0
1630157191,36.20,19.10,36,1.33,14.25,65535,0
1630157252,37.30,18.80,35,1.33,14.31,65535,0
1630157312,37.80,18.50,34,1.33,14.25,65535,0
1630157373,37.40,18.30,35,1.33,14.25,65535,0
1630157434,36.80,18.10,34,1.33,14.25,65535,0
1630157495,37.30,18.00,37,1.33,14.25,65535,0
1630157555,37.70,17.80,36,1.33,14.25,65535,0
1630157616,38.10,17.80,35,1.33,14.25,65535,0
1630157677,35.80,17.70,33,1.33,14.25,65535,0
1630157737,36.60,17.60,34,1.33,14.25,65535,0
1630157798,38.00,17.40,34,1.33,14.25,65535,0
1630157859,39.30,17.40,35,1.33,14.19,65535,0
1630157920,39.90,17.50,35,1.34,14.25,65535,0
1630157980,40.10,17.40,35,1.33,14.19,65535,0
1630158041,38.30,17.40,43,1.33,14.19,65535,0
1630158102,37.40,17.40,40,1.34,14.19,65535,0
1630158163,38.30,17.40,44,1.34,14.19,65535,0
1630158223,36.70,17.30,34,1.33,14.19,65535,0
1630158284,38.90,17.40,36,1.33,14.19,65535,0
1630158345,38.70,17.40,37,1.33,14.19,65535,0
1630158405,37.60,17.40,32,1.33,14.19,65535,0
1630158466,40.50,17.40,40,1.33,14.19,65535,0
1630158527,37.70,17.60,35,1.33,14.13,65535,0
1630158588,37.10,17.60,39,1.33,14.13,65535,0
1630158648,37.00,17.50,38,1.33,14.13,65535,0
1630158709,37.50,17.70,39,1.33,14.13,65535,0
1630158770,37.60,17.90,36,1.33,14.13,65535,0
1630158830,38.10,18.10,35,1.33,14.13,65535,0
1630158891,36.70,18.30,33,1.33,14.13,65535,0
1630158952,36.30,18.60,38,1.33,14.13,65535,0
1630159013,34.20,18.60,35,1.33,14.13,65535,0
1630159073,36.80,18.80,37,1.33,14.06,65535,0
1630159134,36.30,18.80,35,1.33,14.06,65535,0
1630159195,36.60,19.10,37,1.33,14.06,65535,0
1630159255,35.00,18.90,37,1.34,14.06,65535,0
1630159316,36.60,18.90,40,1.33,14.06,65535,0
1630159377,37.50,19.00,33,1.33,14.06,65535,0
1630159438,38.50,18.90,33,1.33,14.06,65535,0
1630159498,38.00,18.80,38,1.33,14.06,65535,0
1630159559,34.50,18.70,35,1.33,14.06,65535,0
1630159620,36.50,18.50,34,1.34,14.00,65535,0
1630159681,36.70,18.30,33,1.34,14.00,65535,0
1630159741,41.20,18.30,33,1.34,14.00,65535,0
1630159802,40.10,18.30,34,1.34,14.00,65535,0
1630159863,40.00,18.20,37,1.34,14.00,65535,0
1630159923,36.70,18.00,35,1.34,14.00,65535,0
1630159984,36.60,17.80,34,1.34,13.94,65535,0
1630160045,41.90,17.70,36,1.34,13.94,65535,0
1630160106,39.50,17.60,38,1.34,13.94,65535,0
1630160166,40.30,17.50,36,1.34,13.94,65535,0
1630160227,45.70,17.30,35,1.33,13.94,65535,0
1630160288,44.90,17.10,38,1.34,13.94,65535,0
1630160348,43.50,17.00,36,1.33,13.88,65535,0
1630160409,44.00,16.80,38,1.33,13.94,65535,0
1630160470,42.50,16.70,42,1.34,13.88,65535,0
1630160531,42.50,16.60,42,1.34,13.94,65535,0
1630160591,39.50,16.40,38,1.34,13.88,65535,0
1630160652,42.20,16.40,39,1.34,13.88,65535,0
1630160713,40.80,16.30,39,1.34,13.88,65535,0
1630160773,45.60,16.30,43,1.34,13.88,65535,0
1630160834,42.40,16.30,44,1.34,13.88,65535,0
1630160895,40.40,16.30,37,1.34,13.81,65535,0
1630160956,41.20,16.20,36,1.34,13.81,65535,0
1630161016,46.30,16.10,41,1.34,13.81,65535,0
1630161077,39.20,16.10,35,1.34,13.81,65535,0
1630161138,42.30,16.00,34,1.34,13.81,65535,0
1630161199,43.50,16.00,37,1.34,13.81,65535,0
1630161259,44.20,16.00,36,1.34,13.81,65535,0
1630161320,42.70,16.00,34,1.34,13.81,65535,0
1630161381,48.10,16.10,38,1.34,13.75,65535,0
1630161441,40.70,16.10,45,1.34,13.75,65535,0
1630161502,41.30,16.10,46,1.34,13.75,65535,0
1630161563,39.70,16.10,36,1.34,13.75,65535,0
1630161624,42.40,16.20,43,1.35,13.75,65535,0
1630161684,39.20,16.20,35,1.34,13.75,65535,0
1630161745,42.70,16.30,37,1.35,13.69,65535,0
1630161806,40.20,16.30,38,1.35,13.69,65535,0
1630161866,39.60,16.30,39,1.34,13.69,65535,0
1630161927,40.80,16.30,35,1.35,13.69,65535,0
1630161988,43.00,16.20,32,1.34,13.69,65535,0
1630162049,45.60,16.10,36,1.34,13.69,65535,0
1630162109,43.70,16.10,35,1.34,13.69,65535,0
1630162170,41.20,16.10,36,1.34,13.63,65535,0
1630162231,39.10,16.10,38,1.34,13.63,65535,0
1630162291,42.10,16.00,37,1.34,13.63,65535,0
1630162352,39.10,15.90,36,1.34,13.63,65535,0
1630162413,41.30,15.90,40,1.34,13.63,65535,0
1630162474,44.20,15.80,36,1.34,13.63,65535,0
1630162534,41.60,15.70,36,1.35,13.63,65535,0
1630162595,40.10,15.70,43,1.35,13.56,65535,0
1630162656,38.60,15.70,35,1.35,13.56,65535,0
1630162716,40.70,15.80,36,1.35,13.56,65535,0
1630162777,40.00,15.80,48,1.34,13.56,65535,0
1630162838,37.60,15.70,44,1.35,13.56,65535,0
1630162899,37.40,15.60,40,1.35,13.50,65535,0
1630162959,38.80,15.60,37,1.35,13.56,65535,0
1630163020,41.20,15.70,39,1.35,13.50,65535,0
1630163081,37.30,15.50,38,1.35,13.50,65535,0
1630163141,39.40,15.40,38,1.35,13.50,65535,0
1630163202,41.40,15.30,35,1.35,13.50,65535,0
1630163263,41.40,15.20,39,1.35,13.50,65535,0
1630163324,42.70,15.20,39,1.35,13.50,65535,0
1630163384,44.60,15.20,34,1.35,13.44,65535,0
1630163445,41.30,15.10,36,1.35,13.44,65535,0
1630163506,43.20,15.00,50,1.35,13.44,65535,0
1630163567,41.00,14.90,37,1.35,13.44,65535,0
1630163627,39.40,14.90,43,1.35,13.44,65535,0
1630163688,39.80,14.90,37,1.35,13.44,65535,0
1630163749,43.00,15.00,45,1.35,13.38,65535,0
1630163809,37.00,15.00,44,1.35,13.38,65535,0
1630163870,37.00,15.00,40,1.35,13.38,65535,0
1630163931,37.60,15.10,39,1.35,13.38,65535,0
1630163992,38.40,15.00,36,1.35,13.38,65535,0
1630164052,39.50,15.00,41,1.35,13.38,65535,0
1630164113,36.70,15.10,35,1.35,13.38,65535,0
1630164174,39.00,15.10,36,1.35,13.38,65535,0
1630164234,38.90,15.10,33,1.35,13.31,65535,0
1630164295,37.40,14.90,33,1.35,13.31,65535,0
1630164356,41.60,14.90,38,1.35,13.31,65535,0
1630164417,37.90,14.90,38,1.35,13.31,65535,0
1630164477,36.50,15.00,35,1.35,13.31,65535,0
1630164538,38.90,15.10,35,1.35,13.31,65535,0
1630164599,39.50,15.10,34,1.35,13.31,65535,0
1630164659,40.00,15.00,37,1.35,13.31,65535,0
1630164720,35.50,15.10,36,1.34,13.25,65535,0
1630164781,37.00,15.00,38,1.35,13.25,65535,0
1630164842,37.10,15.00,38,1.35,13.25,65535,0
1630164902,35.10,14.80,38,1.35,13.25,65535,0
1630164963,37.80,14.70,38,1.35,13.25,65535,0
1630165024,36.40,14.60,49,1.35,13.25,65535,0
1630165084,36.20,14.50,45,1.35,13.19,65535,0
1630165145,37.10,14.40,36,1.35,13.19,65535,0
1630165206,39.50,14.40,39,1.35,13.19,65535,0
1630165267,36.90,14.30,37,1.35,13.19,65535,0
1630165327,38.90,14.30,38,1.35,13.19,65535,0
1630165388,37.60,14.10,38,1.35,13.19,65535,0
1630165449,40.90,14.10,36,1.35,13.19,65535,0
1630165509,37.10,14.00,36,1.35,13.19,65535,0
1630165570,37.60,14.00,38,1.35,13.19,65535,0
1630165631,38.30,14.20,39,1.35,13.13,65535,0
1630165692,37.60,14.20,39,1.35,13.13,65535,0
1630165752,35.40,14.30,42,1.35,13.13,65535,0
1630165813,37.30,14.30,39,1.35,13.13,65535,0
1630165874,32.70,14.10,36,1.35,13.13,65535,0
1630165934,36.20,14.10,39,1.35,13.13,65535,0
1630165995,34.10,14.00,37,1.35,13.13,65535,0
1630166056,36.40,14.10,41,1.35,13.06,65535,0
1630166117,34.80,14.10,40,1.35,13.06,65535,0
1630166177,35.30,14.10,36,1.35,13.06,65535,0
1630166238,35.90,14.20,42,1.35,13.06,65535,0
1630166299,39.10,14.20,36,1.35,13.06,65535,0
1630166360,38.90,14.00,42,1.34,13.06,65535,0
1630166420,36.20,13.90,37,1.34,13.06,65535,0
1630166481,37.50,13.80,36,1.34,13.06,65535,0
1630166542,40.20,13.70,38,1.34,13.06,65535,0
1630166602,37.50,13.80,41,1.34,13.06,65535,0
1630166663,36.60,13.80,39,1.34,13.00,65535,0
1630166724,39.30,13.80,38,1.34,13.00,65535,0
1630166785,36.70,13.70,41,1.34,13.00,65535,0
1630166845,36.00,13.70,37,1.35,13.00,65535,0
1630166906,36.80,13.60,37,1.34,13.00,65535,0
1630166967,36.80,13.60,37,1.34,13.00,65535,0
1630167027,36.90,13.50,39,1.34,12.94,65535,0
1630167088,36.00,13.50,39,1.35,12.94,65535,0
1630167149,36.30,13.40,43,1.35,12.94,65535,0
1630167210,36.70,13.30,39,1.35,12.94,65535,0
1630167270,35.60,13.30,36,1.35,12.94,65535,0
1630167331,36.20,13.20,41,1.35,12.94,65535,0
1630167392,38.10,13.00,40,1.35,12.94,65535,0
1630167452,37.00,12.90,36,1.35,12.94,65535,0
1630167513,37.70,12.80,43,1.35,12.88,65535,0
1630167574,36.00,12.70,38,1.35,12.88,65535,0
1630167635,38.40,12.70,41,1.35,12.88,65535,0
1630167695,35.50,12.70,36,1.35,12.88,65535,0
1630167756,35.90,12.70,45,1.35,12.88,65535,0
1630167817,35.60,12.60,8,1.35,12.88,65535,0
1630167877,35.90,12.70,7,1.35,12.81,65535,0
1630167938,35.80,12.60,7,1.35,12.81,65535,0
1630167999,36.50,12.50,9,1.35,12.81,65535,0
1630168060,35.70,12.50,8,1.35,12.81,65535,0
1630168120,34.80,12.50,9,1.35,12.81,65535,0
1630168181,34.50,12.60,12,1.35,12.81,65535,0
1630168242,37.70,12.50,6,1.35,12.81,65535,0
1630168302,36.00,12.40,8,1.35,12.81,65535,0
1630168363,35.90,12.30,6,1.35,12.81,65535,0
1630168424,36.10,12.20,6,1.35,12.75,65535,0
1630168485,36.80,12.20,6,1.35,12.75,65535,0
1630168545,37.10,12.10,8,1.35,12.75,65535,0
1630168606,36.70,12.00,7,1.35,12.75,65535,0
1630168667,37.50,11.90,6,1.35,12.75,65535,0
1630168727,37.10,11.80,6,1.35,12.69,65535,0
1630168788,37.10,11.80,7,1.35,12.69,65535,0
1630168849,35.70,11.80,12,1.35,12.69,65535,0
1630168910,35.30,11.80,9,1.35,12.69,65535,0
1630168970,36.00,11.80,9,1.35,12.69,65535,0
1630169031,34.90,11.70,7,1.35,12.69,65535,0
1630169092,34.70,11.60,7,1.35,12.69,65535,0
1630169152,35.50,11.70,7,1.35,12.69,65535,0
1630169213,36.00,11.60,9,1.35,12.63,65535,0
1630169274,33.40,11.60,6,1.35,12.63,65535,0
1630169335,33.90,11.70,7,1.35,12.63,65535,0
1630169395,34.60,11.70,7,1.35,12.63,65535,0
1630169456,34.50,11.60,9,1.35,12.63,65535,0
1630169517,32.80,11.70,9,1.35,12.63,65535,0
1630169577,35.20,11.60,6,1.35,12.56,65535,0
1630169638,35.70,11.50,6,1.35,12.56,65535,0
1630169699,35.10,11.50,6,1.35,12.56,65535,0
1630169760,35.60,11.40,5,1.35,12.56,65535,0
1630169820,34.60,11.40,6,1.35,12.56,65535,0
1630169881,35.40,11.40,6,1.35,12.56,65535,0
1630169942,34.30,11.40,5,1.35,12.56,65535,0
1630170002,35.10,11.40,6,1.35,12.50,65535,0
1630170063,36.00,11.40,6,1.37,12.50,65535,0
1630170124,33.70,11.30,8,1.36,12.50,65535,0
1630170185,33.90,11.30,7,1.36,12.50,65535,0
1630170245,33.70,11.20,9,1.36,12.50,65535,0
1630170306,33.60,11.20,7,1.36,12.50,65535,0
1630170367,35.00,11.10,6,1.36,12.50,65535,0
1630170427,33.40,11.00,7,1.36,12.50,65535,0
1630170488,32.90,11.00,6,1.36,12.50,65535,0
1630170549,34.00,11.00,6,1.36,12.44,65535,0
1630170610,33.30,11.00,7,1.36,12.44,65535,0
1630170670,33.20,11.00,13,1.36,12.44,65535,0
1630170731,31.50,10.90,7,1.36,12.44,65535,0
